id,bairro,created_at,descricao,endereco,id.1,ip_address_origin,latitude,longitude,registrou_bo,sexo,tipo_assalto_id,titulo,uri,user_id,valor_prejuizo,Bicicleta,Bolsa ou Mochila,Carteira,Cartão de Crédito,Celular,Computador,DVD,Dinheiro,Documentos,Equipamento de Som,Estepe,MP4 ou Ipod,Móveis,Notebook,Outros,Relógio,Som,Tablet,Tv,time
53407,,2015-09-04 14:25:40.336,Tentativa de roubo por dois menores com pedaço de pau. Fui salva por transeunte.,"Avenida Paulista, 1313 - Bela Vista, São Paulo - SP, 01310-100, Brasil",53407,200.196.153.30,-23.5635109,-46.6539177,False,0,2,tentativa de roubo com um pedaço de pau,/denuncias/eQ6Dmz-tentativa-de-roubo-com-um-pedaco-de-pau,,0.0,,,,,True,,,,,,,,,,,,,,,2012-01-06 20:00:00.000
59311,Itaim Paulista,2016-02-12 01:01:42.094,"Dois criminosos numa moto preta, de cor de pele negra, renderam minha namorada e eu e levaram nossos celulares.","Rua Bartolomeu Bernardi, 1–67, Itaim Paulista",59311,,-23.4953999036525,-46.3945370021364,,1,2,Fui assaltado a caminha da estação de trem Itaim paulista.,/denuncias/aOW6ga-fui-assaltado-a-caminha-da-estacao-de-trem-itaim-paulista,,1.4,,,,,True,,,,,,,,,,,,,,,2015-03-16 22:56:00.000
47389,Brás,2015-03-18 16:02:01.735,"Fui assaltado de novo perto do mesmo local, sai tarde do serviço dai resolvi cortar caminho pra chegar mais rápido na estação Brás, de repente chegou dois caras com aquele corte estilo Zeca Urubu  um me rendeu com um revolver, e  o o outro levou, minha mochila, achei prudente não reagir, pois  tinham outros na esquina fumando droga.","Rua Benjamim de Oliveira, 246 - Brás, São Paulo - SP, 03006-020, Brasil",47389,200.229.239.2,-23.541158499999998,-46.624552200000004,False,1,1,Drogados,/denuncias/VRQ31a-drogados,,1000.0,,True,,,,,,,,,,,,,,,,True,,2015-03-16 22:00:00.000
47394,Vila Nova Parada,2015-03-18 16:21:45.943,,"Rua Cordeiro da Silva, 108-212 - Vila Nova Parada, São Paulo - SP, 02883-090, Brasil",47394,177.81.145.90,-23.43702,-46.715887,False,1,2,Estava indo embora,/denuncias/VYBWRe-estava-indo-embora,,1000.0,,,,True,True,,,,,,,,,,,True,,,,2015-03-16 21:00:00.000
47330,Vila Nova Parada,2015-03-17 13:51:39.655,"Estava voltando para caso quando dois indivíduos me abordaram e começaram a pegar minhas coisas, me derrubaram no chão e correram. Rua do colégio Prígule totalmente deserta e nenhuma viatura em toda a região.  Muito perigoso, a PARADA De Taipas Esta nas mãos dos bandidos, os bandidos ""cuidam"" mais das rua do que a polícia. ","Rua Cordeiro da Silva, 107 - Vila Nova Parada, São Paulo - SP, 02883-090, Brasil",47330,177.81.145.90,-23.4375495,-46.716625799999996,False,1,2,Fui assaltado voltando da faculdade,/denuncias/V58Gga-fui-assaltado-voltando-da-faculdade,,2000.0,,True,,True,True,,,,,,,,,True,True,True,,,,2015-03-16 22:45:00.000
47308,Bela Vista,2015-03-17 01:44:07.640,"Dois garotos de bicicleta levam o celular de um rapaz por volta das 17:00 , estava voltando do trabalho quando o rapaz na minha frente é assaltado. Os criminosos fugiram ","Rua Professor Laerte Ramos de Carvalho, 285–301, Bela Vista",47308,,-23.555360585268303,-46.6435134756665,False,1,1,Dois garotos de bicicleta levaram o celular ,/denuncias/eXmOwz-dois-garotos-de-bicicleta-levaram-o-celular,,700.0,,,,,True,,,,,,,,,,,,,,,2015-03-16 17:37:00.000
47305,Perus,2015-03-17 01:28:27.924,"Um homen, aparentando uns 30 anos, cor parda e sem camisa veio em minha direção me cercou e gritou pedindo o celular ","Viaduto Dona Mora Guimarães, Perus",47305,,-23.4047773062252,-46.750555617773706,,0,3,Fui assaltado a caminho de casa.,/denuncias/z0DGNz-fui-assaltado-a-caminho-de-casa,,700.0,,,,,True,,,,,,,,,,,,,,,2015-03-16 22:30:00.000
47282,Parque do Lago,2015-03-17 00:13:37.017,"estava parado no transito no carro, um motoqueiro com um garupa armado apontou a arma e pediu os pertences.","Estrada do M'Boi Mirim, 5700 - Parque do Lago, São Paulo - SP, 04948-030, Brasil",47282,177.188.179.134,-23.6927952,-46.7784732,False,1,2,fui assaltado voltando do trabalho,/denuncias/V9gwLz-fui-assaltado-voltando-do-trabalho,,80.0,,,,,,,,,,,,,,,True,,,,,2015-03-16 20:15:00.000
47274,Cambuci,2015-03-16 22:53:15.555,Levaram meu carro as 11pm na frente do meu prédio. ,"Rua Luís Gama, 373–439, Cambuci",47274,,-23.557351091302902,-46.6220668240501,,1,9,Roubaram meu carro,/denuncias/V58EEa-roubaram-meu-carro,,23.0,,,,,,,,,,,,,,,True,,,,,2015-03-16 19:49:00.000
47377,Belém,2015-03-18 11:40:25.847,2 criminosos ,"Rua Marcos Arruda, 1063, Belém",47377,,-23.538260567923604,-46.6022121890727,False,1,2,Assalto no farol ,/denuncias/eG8vyz-assalto-no-farol,,2.0,,,,,True,,,,,,,,,,,,,,,2015-03-16 21:00:00.000
47268,Vila Mariana,2015-03-16 21:34:10.940,Assaltado durante a chuva debaixo do ponto de táxi ,"Rua Madre Cabrini, 448-498 - Vila Mariana, São Paulo - SP, 04020-001, Brasil",47268,66.249.88.164,-23.5925799,-46.6383695,True,1,2,Assaltado no ponto de taxi,/denuncias/ajQxlz-assaltado-no-ponto-de-taxi,,300.0,,,,,True,,,,,,,,,,,,,,,2015-03-16 16:00:00.000
72589,Ipiranga,2016-11-01 23:00:33.377,"Minha sobrinha saiu do metro Sacoma, em direção a av Nazaré, para fazer a prova de um concurso. 8h da manhã 2 homens armados abodaram ela é ninha cunhada, levando toda a bolsa com os documentos para fazer a prova. Ela perdeu a prova e ficou até as 13h na delegacia para fazer o BO, depois de passar por 2 delegacias.","R. Bom Pastor, 1547 - Ipiranga, São Paulo - SP, 04203-052, Brasil",72589,177.45.83.210,-23.590159,-46.60701629999999,True,0,3,Minha sobrinha foi assaltada indo pata uma prova de concurso,/denuncias/VRK3be-minha-sobrinha-foi-assaltada-indo-pata-uma-prova-de-concurso,,300.0,,True,True,,True,,,True,True,,,,,,,,,,,2015-03-16 08:00:00.000
47176,Vila Nova Conceição,2015-03-16 02:58:14.343,"Grupo de 3 homens, armados, entrou na Starbucks da Afonso Brás e roubou os clientes e o caixa da cafeteria. Levaram notebooks, celulares e carteiras dos clientes. Eu fui abordado por um homem alto, moreno, vestido de camisa social branca e com arma na cintura. Entreguei meu celular e carteira. Ninguém se feriu.  A polícia foi chamada e fiz BO.","Rua Afonso Braz, 378 - Vila Nova Conceição, São Paulo - SP, 04511-001, Brasil",47176,177.94.170.52,-23.5955751,-46.667411,True,1,3,Arrastão na Starbucks,/denuncias/zy4j6e-arrastao-na-starbucks,,900.0,,,True,True,True,,,,True,,,,,,,,,,,2015-03-15 19:30:00.000
47197,Saúde,2015-03-16 12:34:31.491,PT está me roubando diariamente.. ,"Avenida Professor Ciro de Barros Resende, 1–113, Saúde",47197,,-23.614292584028398,-46.6549347519917,,1,3,Estou sendo assaltado pelo PT,/denuncias/aqB62V-estou-sendo-assaltado-pelo-pt,,10.0,,,,,,,,,,,,,,,,,,,,2015-03-15 14:00:00.000
47236,Parque Independencia,2015-03-16 16:14:16.240,"O carro foi arrombado, quebraram o vidro, levaram o estepe e uma jaqueta de couro que estava no porta malas.","Rua Orlando Calisto, 52-188 - Parque Independencia, São Paulo - SP, Brasil",47236,187.37.119.42,-23.5897156,-46.55405379999999,True,1,1,Arrombamento de carro e roubo de estepe,/denuncias/epmAmz-arrombamento-de-carro-e-roubo-de-estepe,,800.0,,,,,,,,,,,,,,,True,,,,,2015-03-15 02:00:00.000
58179,,2016-01-19 14:58:59.436,"Por volta da 00:30 do sábado, estava passando pela rua com minha motocicleta, quando percebi uma outra outra motocicleta suspeita atrás, logo comecei a dar fuga e na travessa da rua André Santos, os suspeitos tentaram anunciar o assalto, mas sem sucesso, pois empreendi fuga, saindo da situação. 
Obs: Assaltantes eram entregadores de pizza.","Rua Andre Santo, 16-46 - Jardim Piqueroby, São Paulo - SP, 03463-055, Brasil",58179,201.52.48.112,-23.5708881,-46.5295535,False,1,2,Tentativa de assalto à uma motocicleta.,/denuncias/z6K7Aa-tentativa-de-assalto-a-uma-motocicleta,,0.0,,,,,,,,,,,,,,,True,,,,,2015-03-14 00:30:00.000
53503,,2015-09-07 08:22:32.934,"Presenciei um assalto no fim da rua Agostinho Gomes, apenas a uma quadra do metrô Sacomã e em frente ao Terminal, no farol. Dois a três assaltantes armados pediram para o motorista sair do carro. Após isso, vi o motorista descendo com as mãos para cima e não sei dizer o que aconteceu depois. Pessoas deveriam evitar a região a noite, muitos relatos.","Rua Agostinho Gomes, 3532-3540 - Ipiranga, São Paulo - SP, 04206-002, Brasil",53503,186.204.37.107,-23.6020543,-46.6027974,False,1,3,Assalto a carro,/denuncias/zJ66vz-assalto-a-carro,,0.0,,,,,,,,,,,,,,,True,,,,,2015-03-14 23:45:00.000
47247,São Paulo,2015-03-16 18:43:51.918,"Eu estava a caminho da Estação do Brás quando uma quadrilha abordou eu e meus amigos anunciando o assalto
Eles inclusive bateram na gente.","Brás - Brás, São Paulo - SP, Brasil",47247,179.34.237.15,-23.544917,-46.616052,False,1,3,Fui assaltado a caminho da estação do Brás,/denuncias/zJ82YV-fui-assaltado-a-caminho-da-estacao-do-bras,,1200.0,,,,,True,,,,,,,,,,,,,,,2015-03-14 13:00:00.000
47181,Campo Belo,2015-03-16 11:44:09.636,"Estava atravessando a Rua Angelo Mendes sentido Rua Eduardo de Magalhães ...  Duas motos abordaram eu e minha irmã... Três caras armados nos abordaram e levaram o celular dela, eu não estava com nada.
Detalhe, um dos indivíduos me revistou duas vezes.
Já é a segunda vez que sou assaltada neste local.
Da primeira vez levaram meu celular. ","Rua Ângelo Mendes de Almeida, 29 - Campo Belo, São Paulo - SP, 04357-020, Brasil",47181,200.158.223.238,-23.6348165,-46.6564532,False,0,2,Fui assaltada indo ao mercado (Extrinha),/denuncias/aA83Mz-fui-assaltada-indo-ao-mercado-extrinha,,200.0,,,,,True,,,,,,,,,,,,,,,2015-03-14 20:30:00.000
82758,Coqueiro,2017-07-10 15:00:33.537,Estava com 2 pessoas na parada quando vimos 2 criminosos numa moto logo correndo pra cima de nós. Tentei correr mas não deu e o garupa levou meu celular e os pertences dos outros 2. O que tava dirigindo ameaçou sacar a arma. Um carro da policia passou 10 min depois mas não tiveram audácia de entrar em uma invasão para a qual eles fugiram.,"Av. Principal, 546 - Coqueiro, Ananindeua - PA, Brasil",82758,201.32.83.230,-1.3514021,-48.386923700000004,True,1,3,Fui assaltado indo para a escola,/denuncias/eB0jPa-fui-assaltado-indo-para-a-escola,,900.0,,,,,True,,,,,,,,,,,,,,,2015-03-13 06:30:00.000
47081,Itaim Bibi,2015-03-13 15:36:09.645,"Quebra-vento do lado do motorista foi quebrado e destravaram o carro. Furtaram uma mochila que estava no porta-malas, com objetos pessoais, e o estepe do carro. ","Rua Joaquim Floriano, 586-608 - Itaim Bibi, São Paulo - SP, 04534-002, Brasil",47081,186.220.151.12,-23.584847600000003,-46.6756891,True,1,5,Veículo arrombado com furto de estepe e objetos pessoais. ,/denuncias/aA8lwz-veiculo-arrombado-com-furto-de-estepe-e-objetos-pessoais,,8000.0,,True,,,,,,,,,True,,,True,,,,True,,2015-03-13 01:00:00.000
47089,República,2015-03-13 18:19:45.820,"Estava sentada dentro do ônibus com o celular em mãos, e o vagabundo veio e puxou o objeto com violência machucando meu dedo, no ponto de ônibus depois da Love Story ","Avenida Ipiranga, 104 - República, São Paulo - SP, Brasil",47089,191.17.47.130,-23.5469017,-46.6454621,True,0,1,Indo trabalhar,/denuncias/VRQLra-indo-trabalhar,,600.0,,,,,True,,,,,,,,,,,,,,,2015-03-13 07:45:00.000
47149,Sé,2015-03-15 08:25:58.395,"O trânsito estava intenso e quando parei na radial leste sentido bairro, na fila da direita, um rapaz veio correndo e quebrou o vidro do meu carro para roubar minha bolsa. Sujeito de mais ou menos 18 anos e tinha cobertura de outro com a mesma idade. A ação foi rápida.","Viaduto Jaceguai, 954–972, Sé",47149,,-23.5561718229215,-46.6364326101101,,0,5,Quebraram o vidro do meu carro no trânsito,/denuncias/z0D1mz-quebraram-o-vidro-do-meu-carro-no-transito,,2.0,,True,True,True,,,,,True,True,,,,,True,,,,,2015-03-13 20:20:00.000
47888,Jurubatuba,2015-03-31 14:33:41.791,"Estava parado esperando o sinal abrir para os pedestres passarem, quando dois caras em uma moto pararam e pediram o celular. ","Avenida das Nações Unidas, 41046-41202 - Jurubatuba, São Paulo - SP, Brasil",47888,189.100.131.78,-23.678323100000004,-46.6972374,False,1,1,Roubo de celular a moto,/denuncias/VKKRNV-roubo-de-celular-a-moto,,800.0,,,,,True,,,,,,,,,,,,,,,2015-03-13 06:45:00.000
47276,Cachoeirinha,2015-03-16 23:03:43.454,"Linha 9005-10, quando a perua parou e abriu as portas o meliante me empurrou, pegou o celular no meu bolso e fugiu correndo.","Avenida Inajar de Souza, 5570–5714, Cachoeirinha",47276,,-23.474950920096102,-46.66979488950479,False,1,1,Fui furtado dentro do ônibus.,/denuncias/zy4kle-fui-furtado-dentro-do-onibus,,900.0,,,,,True,,,,,,,,,,,,,,,2015-03-13 19:34:00.000
47331,Vila Nova Parada,2015-03-17 13:55:41.438,"Estava voltando quando dois caras me abordaram e levaram minhas coisas... Que desespero, não desejo para ninguém.","Rua Cordeiro da Silva, 88 - Vila Nova Parada, São Paulo - SP, 02883-090, Brasil",47331,177.81.145.90,-23.437693399999997,-46.716609600000005,False,0,2,Fui assaltado voltando para casa,/denuncias/VlqLne-fui-assaltado-voltando-para-casa,,1000.0,,,True,True,True,,,,,,,,,,,,,,,2015-03-13 22:00:00.000
47393,Parque Taipas,2015-03-18 16:20:31.480,"O menino passou correndo com a mão embaixo da camisa e não tinha certeza de que estava armado, tive que entregar minha bolsa !!","Rua Morro de São Sebastião, 76 - Parque Taipas, São Paulo - SP, 02986-100, Brasil",47393,177.81.145.90,-23.435387699999996,-46.713848799999994,True,0,1,Assaltada voltando para casa,/denuncias/z0D0Nz-assaltada-voltando-para-casa,,1100.0,,True,True,,True,,,,True,,,,,,,,,,,2015-03-13 20:00:00.000
56830,,2015-12-09 12:12:58.212,"Parei meu veículo no estacionamento do EXTRA SUPERMERCADOS da Rua Ibirarema, 100 com a Av. Dr. Ricardo Jafet e ao retornar em menos de 15 minutos de compras me deparei com o vidro dianteiro do motorista estourado e todos os pertences pessoais como mochila, iPad Mini e outros.
Não tive nenhum apoio do Extra Supermercados,.","R. Ibirarema, 100 - Bosque da Saúde, São Paulo - SP, Brasil",56830,186.225.23.144,-23.611683300000003,-46.628556200000006,True,1,5,Arrombamento de veiculo no estacionamento EXTRA Supermercados,/denuncias/V5jWde-arrombamento-de-veiculo-no-estacionamento-extra-supermercados,,3000.0,,,,,,,,,,,,,,,,,,True,,2015-03-12 18:45:00.000
47077,Centro,2015-03-13 13:26:19.987,"Saindo do estacionamento Consolação nº293, entrei no Viaduto 9 de Julho, onde no farol chegou o meliante e se encorou no carro para ver o que tinha dentro. Em menos de segundos ele voltou com algo na mão, quebrou o vidro traseiro do meu carro e levou minha mochila.. Saiu correndo!! Com certeza é noia que fica ali no viaduto.. Ainda vou fazer BO.","Viaduto Nove de Julho, 20 - Centro, São Paulo - SP, 01050-060, Brasil",47077,201.85.87.50,-23.5502639,-46.641931,False,0,1,Fui assaltada no farol ,/denuncias/eG85Dz-fui-assaltada-no-farol,,1500.0,,True,,,,,,,,,,,,,,,,,,2015-03-12 20:00:00.000
56760,,2015-12-07 14:08:48.700,"Estava caminhando com a minha filha quando de repente uma moto se aproximou bruscamente e o condutor gritou ""Passa o telefone!"" . E eu respondi "" Não tem telefone não!"" . Ele repetiu mais uma vez enquanto olhava se aparecia alguém.  Corremos em direção contrária e ele seguiu a diante. ","Av. das Garoupas, 401-469 - Balneário São Francisco, São Paulo - SP, 04473-100, Brasil",56760,189.79.4.195,-23.7018535,-46.65012279999999,False,1,11,Fui assaltada caminhando pela avenida,/denuncias/zEOyWV-fui-assaltada-caminhando-pela-avenida,,0.0,,,,,True,,,,,,,,,,,,,,,2015-03-12 20:15:00.000
56775,,2015-12-07 17:37:29.457,"Um cara com cabelo raspado dos lados estilo ""escovinha"" e com olhos esbugalhados me roubou com uma arma que parecia ser de brinquedo, preferi nao reagir e passei apenas o celular","R. Dr. Áureliano da Silva Arruda, 711 - Cidade São Mateus, São Paulo - SP, Brasil",56775,200.142.128.16,-23.600487899999997,-46.485956200000004,True,1,2,Roubo de celular no retorno do trabalho,/denuncias/VlD95V-roubo-de-celular-no-retorno-do-trabalho,,600.0,,,,,True,,,,,,,,,,,,,,,2015-03-12 00:00:00.000
59716,,2016-02-18 17:36:11.034,"Um rapaz me abordou chegando do trabalho. Como meu celular não era novo, ele pegou e devolveu no mesmo instante. ","R. Geraldo Leite dos Santos, 188 - Campo Limpo, São Paulo - SP, 05761-240, Brasil",59716,177.103.180.111,-23.6359404,-46.7662057,False,1,11,Tentativa assaltado voltando do trabalho,/denuncias/zEPjQe-tentativa-assaltado-voltando-do-trabalho,8519.0,200.0,,,,,True,,,,,,,,,,,,,,,2015-03-12 18:00:00.000
64125,Jardim Vila Formosa,2016-05-15 23:43:31.641,Não conseguiram e foram no meu vizinho e roubaram o carro que estava na garagem dele,"R. Jerônimo Coelho, 273, Jardim Vila Formosa",64125,,-23.5684078357773,-46.5229123458266,False,1,6,Tentaram entrar na minha casa ,/denuncias/eWP1dz-tentaram-entrar-na-minha-casa,,1000.0,,,,,,,,,,,,,,,True,,,,,2015-03-12 03:00:00.000
49279,Santana,2015-06-07 22:59:17.740,"Fui assaltada a caminho do meu carro por um homem que se dizia usuário de drogas, que estava com uma faca. Ele levou meu celular e um pouco de dinheiro. E pela localização do rastreador do meu celular ele foi para o parque da juventude. ","Rua José Leal da Silva, 2–104, Santana",49279,,-23.5011861378945,-46.6185898092475,True,0,1,Assalto com arma branca,/denuncias/z6vG4z-assalto-com-arma-branca,,825.0,,,,,True,,,,,,,,,,True,,,,,2015-03-12 12:00:00.000
47204,Vila Andrade,2015-03-16 13:44:39.353,"Levaram aliança, relógio, carteira, documentos","Rua Maria José da Conceição, 106, Vila Andrade",47204,,-23.6333503685742,-46.740330328929794,,1,2,"Nessa via, um rapaz se joga na frente do carro fazendo parar. Dois outros, em cada janela anunciam o assalto!",/denuncias/aNJQga-nessa-via-um-rapaz-se-joga-na-frente-do-carro-fazendo-parar-dois-outros-em-cada-janela-anunciam-o-assalto,,9.0,,,True,,True,,,,True,,,,,,,True,,,,2015-03-12 18:37:00.000
59453,Ipiranga,2016-02-14 20:37:50.909,"O carro estava em frente a saída do estacionamento do clube Ipiranga, não parem lá a noite!","R. Manifesto, 331-399, Ipiranga",59453,,-23.577372333694,-46.602724827826,False,1,1,Levaram o estepe externo e arrombaram um Idea Adventure,/denuncias/aqgRPe-levaram-o-estepe-externo-e-arrombaram-um-idea-adventure,,500.0,,,,,,,,,,,True,,,,,,,,,2015-03-12 20:45:00.000
47066,Itaim Bibi,2015-03-12 23:38:35.975,"deixei a moto estacionada por volta das 8:30 , quando retornei as 13hs a moto nao estava no local.","Avenida Doutor Cardoso de Melo, 900 - Itaim Bibi, São Paulo - SP, 04547-003, Brasil",47066,177.65.85.87,-23.5992753,-46.682393499999996,True,1,1,roubo moto estacionada Xre preta ,/denuncias/a4528V-roubo-moto-estacionada-xre-preta,,10000.0,,,,,,,,,,,,,,,True,,,,,2015-03-12 09:00:00.000
47487,Mooca,2015-03-19 21:24:47.809,"Abordado por 4 moleques, 1 armado e o resto com faca, pediram celular, mochila e carteira.","Rua Doutor Almeida Lima, 1198 - Mooca, São Paulo - SP, Brasil",47487,189.33.187.212,-23.5516557,-46.61029370000001,False,1,2,Saindo da faculdade,/denuncias/a78ZAV-saindo-da-faculdade,,900.0,,True,True,,True,,,,,,,,,,,,,,,2015-03-12 23:00:00.000
55565,,2015-11-04 15:48:07.444,"parei no farol pois não havia outra saída. Não vi o cara chegar. Ele estourou o vidro do meu carro com  algo e pegou minha bolsa
Ele vestia uma camiseta vermelha, jeans, era moreno, alto com o cabelo raspado; não era forte.
Gostaria dos meus pertences de volta
- bolsa
- carteira
- documentos
- remedios
RIDICULO ESSE PAÍS
não enten","Av. do Estado - Canindé, São Paulo - SP, 03007-010, Brasil",55565,200.196.158.130,-23.5513491,-46.626151,False,0,1,assalto na av do estado rumo ao viaduto leste oeste,/denuncias/zDdBoz-assalto-na-av-do-estado-rumo-ao-viaduto-leste-oeste,,1000.0,,True,True,True,,,,True,True,,,,,,True,,,,,2015-03-11 21:15:00.000
47044,Jaguare,2015-03-12 01:26:27.441,"Estava andando na rua com o meu marido e a minha bebe, dois indivíduos de moto fizeram o assaltado pedindo para passar o celular, um dos indivíduo fez um gesto como se estivesse armado. Entreguei o celular eles foram embora tampando a placa da moto.","Rua Jaguaré, 380 - Jaguare, São Paulo - SP, 05344-030, Brasil",47044,179.208.213.154,-23.5531761,-46.7470649,True,0,1,Fui assaltada andando nesta rua próxima ao meu prédio,/denuncias/VKKlkV-fui-assaltada-andando-nesta-rua-proxima-ao-meu-predio,,700.0,,,,,True,,,,,,,,,,,,,,,2015-03-11 19:30:00.000
